p,q,f,out
571,792,2,1363
157,935,4,1092
840,986,10,1826
602,106,9,708
943,838,5,1781
143,333,7,476
456,501,4,957
883,759,4,1642
526,880,10,1406
956,128,6,1084
829,94,5,923
185,554,3,739
876,863,7,1739
127,108,8,235
544,276,9,820
59,415,4,474
626,436,8,1062
126,236,8,362
482,35,6,517
107,45,6,152
610,988,8,1598
26,846,9,872
165,578,2,743
848,498,6,1346
907,664,5,1571
770,391,8,1161
18,470,5,488
350,612,6,962
237,778,7,1015
542,218,3,760
736,600,9,1336
630,449,5,1079
698,477,7,1175
971,448,5,1419
243,841,10,1084
174,413,7,587
880,536,10,1416
22,625,2,647
341,555,10,896
687,305,10,992
819,908,4,1727
774,981,10,1755
395,878,3,1273
973,23,4,996
567,105,3,672
840,707,5,1547
199,898,4,1097
873,387,5,1260
582,538,3,1120
231,269,5,500
473,453,6,926
591,48,5,639
409,363,4,772
589,519,2,1108
530,516,7,1046
67,691,9,758
54,610,3,664
313,960,3,1273
451,854,4,1305
686,729,7,1415
789,279,9,1068
398,3,5,401
647,841,5,1488
610,30,10,640
486,766,7,1252
778,926,5,1704
411,599,8,1010
319,280,9,599
112,646,2,758
640,380,10,1020
587,409,1,996
418,716,4,1134
833,881,1,1714
201,848,1,1049
156,446,4,602
339,664,5,1003
597,961,4,1558
704,66,8,770
461,97,8,558
784,658,2,1442
67,162,1,229
454,937,1,1391
107,476,4,583
597,179,5,776
364,112,7,476
216,398,4,614
430,789,8,1219
387,340,8,727
375,615,4,990
254,446,9,700
185,517,5,702
394,135,6,529
482,419,4,901
41,126,2,167
441,527,3,968
826,869,4,1695
587,487,4,1074
721,928,7,1649
359,830,9,1189
291,645,7,936
694,709,2,1403
504,969,10,1473
201,240,9,441
341,402,6,743
370,360,7,730
768,822,4,1590
94,256,8,350
846,626,5,1472
252,305,7,557
568,563,9,1131
507,173,8,680
151,160,3,311
133,918,4,1051
752,28,7,780
168,353,7,521
451,552,8,1003
158,601,5,759
357,771,8,1128
64,982,10,1046
514,157,5,671
339,574,5,913
336,652,8,988
566,612,2,1178
562,423,1,985
960,42,10,1002
440,713,6,1153
156,391,5,547
317,597,3,914
623,379,2,1002
256,971,1,1227
337,473,9,810
854,977,2,1831
219,801,10,1020
554,399,2,953
24,351,4,375
128,251,2,379
515,104,3,619
133,108,5,241
663,913,5,1576
903,57,7,960
899,849,5,1748
842,568,9,1410
834,777,1,1611
28,558,3,586
525,426,8,951
832,636,2,1468
150,204,2,354
946,474,3,1420
215,930,8,1145
455,67,10,522
76,990,9,1066
216,362,5,578
545,687,1,1232
527,358,3,885
838,673,10,1511
165,456,3,621
391,200,2,591
155,851,8,1006
465,522,6,987
34,504,8,538
649,509,5,1158
882,843,2,1725
157,939,3,1096
863,607,2,1470
326,608,6,934
493,715,3,1208
267,756,2,1023
943,642,5,1585
632,816,2,1448
63,213,6,276
250,397,5,647
433,406,4,839
190,351,2,541
608,87,3,695
12,569,1,581
663,204,9,867
30,248,3,278
36,178,5,214
995,330,4,1325
848,105,9,953
422,90,1,512
559,528,8,1087
237,773,9,1010
179,409,3,588
421,162,9,583
913,569,8,1482
614,411,8,1025
261,858,1,1119
873,161,3,1034
100,877,4,977
220,661,7,881
397,27,5,424
918,863,9,1781
827,639,6,1466
761,996,8,1757
863,807,7,1670
1,329,3,330
730,355,5,1085
230,464,10,694
903,178,3,1081
598,402,8,1000
232,854,10,1086
39,95,5,134
330,618,4,948
441,941,4,1382
261,593,5,854
533,192,1,725
6,37,4,43
247,452,3,699
723,12,10,735
336,200,5,536
245,565,5,810
655,103,6,758
670,44,3,714
324,186,10,510
25,950,9,975
496,958,4,1454
543,266,6,809
97,139,8,236
253,451,3,704
746,315,8,1061
89,11,6,100
534,145,8,679
826,674,8,1500
836,242,1,1078
941,910,8,1851
681,832,5,1513
992,700,9,1692
627,356,2,983
257,19,5,276
673,537,2,1210
265,390,10,655
857,107,6,964
73,569,7,642
298,899,5,1197
988,885,3,1873
259,261,2,520
393,967,3,1360
824,538,9,1362
313,529,4,842
550,220,3,770
811,388,5,1199
50,426,5,476
594,67,2,661
808,323,3,1131
2,438,1,440
25,774,5,799
627,453,2,1080
23,661,5,684
822,269,7,1091
693,439,9,1132
517,368,1,885
822,985,10,1807
87,307,7,394
252,357,3,609
508,48,8,556
778,487,10,1265
598,400,1,998
844,413,1,1257
876,777,7,1653
860,662,9,1522
375,359,2,734
448,315,4,763
859,242,2,1101
569,113,9,682
671,489,10,1160
171,101,7,272
642,641,8,1283
418,539,1,957
299,724,1,1023
203,731,6,934
717,421,5,1138
757,158,10,915
586,702,1,1288
324,664,4,988
749,71,2,820
547,111,10,658
798,52,9,850
436,88,3,524
641,410,4,1051
221,136,6,357
105,592,6,697
474,19,2,493
113,974,8,1087
13,204,3,217
913,889,5,1802
189,820,2,1009
366,816,2,1182
364,599,9,963
709,609,10,1318
559,207,9,766
679,842,8,1521
49,198,9,247
193,918,7,1111
627,521,5,1148
201,286,7,487
413,352,10,765
347,826,10,1173
812,665,1,1477
89,828,10,917
198,521,4,719
21,545,7,566
106,131,10,237
178,143,5,321
333,760,10,1093
989,517,4,1506
962,393,1,1355
290,516,1,806
830,174,2,1004
901,73,1,974
988,737,5,1725
150,413,4,563
624,496,3,1120
867,130,8,997
774,70,2,844
713,94,9,807
279,164,7,443
447,665,2,1112
265,559,3,824
809,664,9,1473
316,894,4,1210
363,874,1,1237
131,23,4,154
674,105,5,779
190,979,10,1169
787,395,7,1182
957,255,9,1212
362,791,3,1153
995,64,2,1059
721,127,2,848
82,851,8,933
431,550,7,981
272,663,9,935
367,91,3,458
447,381,8,828
750,639,6,1389
45,528,2,573
385,93,6,478
154,781,6,935
980,225,5,1205
741,748,8,1489
272,119,1,391
855,597,3,1452
202,107,5,309
51,119,4,170
220,632,4,852
141,331,9,472
184,794,3,978
211,855,9,1066
339,713,9,1052
918,539,5,1457
938,170,7,1108
446,606,8,1052
195,201,10,396
907,968,5,1875
621,814,5,1435
534,204,2,738
285,483,4,768
342,284,1,626
607,569,3,1176
113,123,6,236
803,413,5,1216
158,111,10,269
368,379,8,747
163,500,5,663
848,48,1,896
550,849,6,1399
913,164,2,1077
140,281,9,421
678,315,6,993
780,359,7,1139
26,804,1,830
900,34,1,934
27,384,10,411
888,660,10,1548
225,132,3,357
941,40,10,981
291,569,3,860
214,320,7,534
475,766,6,1241
834,42,5,876
58,36,7,94
662,953,2,1615
879,555,4,1434
14,139,5,153
535,1,10,536
498,372,6,870
815,568,1,1383
295,313,3,608
764,852,4,1616
58,63,3,121
7,489,8,496
951,13,9,964
942,201,4,1143
223,904,2,1127
186,114,2,300
646,26,10,672
559,906,10,1465
456,875,4,1331
696,971,1,1667
597,541,8,1138
231,596,2,827
829,117,10,946
230,962,6,1192
412,560,8,972
665,978,10,1643
161,664,4,825
1,254,5,255
688,70,3,758
661,888,4,1549
773,47,5,820
150,969,7,1119
386,923,4,1309
105,29,5,134
717,182,9,899
518,177,9,695
456,260,8,716
750,35,9,785
419,489,4,908
361,29,10,390
916,403,1,1319
817,892,7,1709
152,906,10,1058
31,226,7,257
984,772,8,1756
663,874,9,1537
146,358,7,504
695,999,8,1694
807,881,9,1688
27,980,9,1007
508,704,10,1212
352,527,2,879
886,958,10,1844
9,508,7,517
548,14,5,562
638,215,3,853
971,143,3,1114
412,797,4,1209
201,242,9,443
508,834,6,1342
225,189,6,414
987,866,3,1853
289,727,6,1016
523,785,3,1308
187,585,9,772
965,721,4,1686
119,69,5,188
454,795,9,1249
632,129,4,761
354,833,6,1187
108,932,6,1040
257,864,4,1121
854,904,4,1758
489,447,8,936
203,206,5,409
753,2,7,755
479,702,5,1181
421,390,6,811
814,380,3,1194
115,447,1,562
553,388,9,941
868,770,4,1638
305,409,4,714
230,934,8,1164
596,651,5,1247
52,43,9,95
445,775,7,1220
769,799,7,1568
470,424,8,894
700,592,5,1292
886,469,5,1355
728,310,6,1038
721,699,3,1420
344,408,6,752
301,968,4,1269
192,649,1,841
922,292,10,1214
636,318,7,954
717,861,10,1578
656,281,9,937
898,801,9,1699
153,255,5,408
756,897,1,1653
482,844,6,1326
442,796,8,1238
240,497,2,737
29,295,10,324
289,994,6,1283
652,152,10,804
622,234,6,856
161,41,5,202
485,874,1,1359
362,43,7,405
998,604,6,1602
727,934,7,1661
174,217,10,391
320,403,10,723
422,253,4,675
793,553,1,1346
303,937,8,1240
208,509,10,717
824,874,6,1698
362,653,2,1015
340,107,4,447
36,939,9,975
568,787,1,1355
174,317,6,491
726,749,8,1475
690,707,9,1397
53,340,6,393
620,116,2,736
572,394,9,966
899,219,9,1118
681,78,9,759
815,724,5,1539
273,332,7,605
78,123,5,201
418,468,7,886
139,796,4,935
544,938,2,1482
504,64,3,568
448,663,5,1111
514,181,2,695
699,455,2,1154
939,397,9,1336
822,209,4,1031
728,736,3,1464
657,104,4,761
855,291,5,1146
962,237,3,1199
523,157,7,680
660,559,10,1219
961,85,8,1046
17,939,9,956
901,773,5,1674
805,17,6,822
3,257,7,260
425,796,3,1221
781,557,5,1338
327,271,9,598
367,761,4,1128
455,223,1,678
79,846,2,925
766,779,4,1545
406,359,9,765
112,949,4,1061
309,80,2,389
282,628,7,910
441,947,4,1388
169,294,8,463
482,331,8,813
82,58,9,140
236,99,3,335
723,956,2,1679
123,730,9,853
755,890,3,1645
247,10,1,257
638,877,10,1515
22,954,7,976
147,407,9,554
237,985,7,1222
350,227,3,577
209,295,2,504
324,940,1,1264
113,365,7,478
536,186,4,722
87,799,4,886
272,38,6,310
635,434,10,1069
221,254,5,475
436,894,10,1330
526,716,5,1242
996,414,6,1410
680,195,8,875
490,51,6,541
374,963,10,1337
446,466,6,912
90,377,4,467
12,422,5,434
172,780,3,952
689,965,3,1654
519,301,4,820
395,836,5,1231
884,768,1,1652
764,794,8,1558
651,391,10,1042
109,289,8,398
394,19,5,413
829,546,3,1375
167,140,1,307
597,464,1,1061
604,966,7,1570
948,474,10,1422
995,417,1,1412
756,419,2,1175
662,875,5,1537
324,720,5,1044
716,467,8,1183
876,352,8,1228
897,379,10,1276
409,429,4,838
965,279,3,1244
687,92,1,779
519,469,6,988
799,845,10,1644
111,390,4,501
522,304,3,826
212,214,2,426
758,836,2,1594
348,4,4,352
178,694,10,872
729,898,3,1627
927,978,5,1905
361,154,10,515
418,378,6,796
574,335,10,909
0,566,3,566
422,607,9,1029
240,985,2,1225
931,409,10,1340
48,598,9,646
67,253,5,320
631,116,2,747
752,476,5,1228
384,717,8,1101
891,389,9,1280
83,663,5,746
199,216,9,415
951,449,1,1400
393,143,10,536
167,20,10,187
181,935,1,1116
350,803,6,1153
535,479,1,1014
134,375,7,509
879,587,4,1466
101,428,9,529
506,154,9,660
936,285,7,1221
747,547,1,1294
309,690,2,999
198,983,5,1181
555,897,2,1452
664,294,1,958
486,371,5,857
291,677,5,968
782,313,4,1095
462,344,2,806
600,134,6,734
162,150,5,312
681,191,3,872
42,309,9,351
548,883,9,1431
35,641,6,676
594,499,5,1093
202,419,7,621
214,227,2,441
94,293,4,387
46,968,3,1014
754,181,6,935
379,818,10,1197
447,614,10,1061
717,158,7,875
19,647,7,666
603,788,10,1391
289,138,5,427
448,396,5,844
891,340,3,1231
750,150,2,900
853,481,4,1334
862,395,9,1257
894,253,6,1147
971,271,3,1242
161,180,5,341
824,5,7,829
325,214,5,539
279,746,7,1025
793,678,5,1471
646,801,2,1447
394,118,3,512
786,612,3,1398
592,372,5,964
423,753,5,1176
570,135,6,705
480,654,1,1134
186,831,2,1017
28,159,9,187
510,957,7,1467
294,882,8,1176
854,180,8,1034
542,499,10,1041
197,373,6,570
826,527,1,1353
792,833,10,1625
979,139,6,1118
482,445,4,927
815,700,2,1515
326,330,5,656
865,417,3,1282
961,730,6,1691
170,682,6,852
253,134,7,387
34,53,3,87
174,513,9,687
442,157,7,599
142,800,10,942
667,307,1,974
818,593,1,1411
718,263,6,981
342,754,1,1096
568,295,8,863
962,929,1,1891
119,303,10,422
704,775,1,1479
441,199,10,640
870,733,1,1603
662,331,1,993
697,563,1,1260
711,970,1,1681
566,733,6,1299
850,390,6,1240
481,309,4,790
852,220,10,1072
76,800,8,876
128,250,5,378
163,507,4,670
504,161,4,665
169,867,2,1036
492,0,4,492
758,957,10,1715
636,906,3,1542
901,158,10,1059
911,654,7,1565
64,323,9,387
153,981,2,1134
997,75,2,1072
506,642,7,1148
14,81,8,95
790,531,6,1321
588,260,7,848
362,406,3,768
466,201,3,667
495,349,4,844
79,898,7,977
356,38,5,394
554,451,8,1005
663,155,3,818
357,77,5,434
556,419,1,975
52,348,2,400
778,466,9,1244
144,606,4,750
443,574,1,1017
681,708,6,1389
348,575,1,923
855,180,5,1035
584,427,10,1011
297,441,10,738
148,702,4,850
415,895,6,1310
573,919,7,1492
666,925,1,1591
768,336,4,1104
452,432,2,884
533,419,3,952
928,188,8,1116
896,911,7,1807
99,174,7,273
640,39,8,679
532,533,7,1065
732,30,7,762
798,354,2,1152
513,931,4,1444
604,171,10,775
847,739,2,1586
261,664,1,925
800,247,4,1047
664,666,7,1330
83,85,5,168
775,392,3,1167
444,829,6,1273
190,929,9,1119
621,909,3,1530
369,132,1,501
721,980,7,1701
310,386,10,696
624,440,7,1064
827,440,6,1267
410,3,9,413
666,326,2,992
123,431,10,554
50,370,6,420
190,134,9,324
681,64,7,745
86,438,2,524
364,217,4,581
483,579,6,1062
32,90,2,122
328,589,2,917
442,314,2,756
359,817,7,1176
961,344,1,1305
123,313,3,436
858,511,4,1369
444,660,2,1104
454,994,10,1448
894,873,8,1767
119,803,8,922
9,246,7,255
37,509,5,546
136,337,4,473
465,949,5,1414
147,766,3,913
241,820,5,1061
62,841,1,903
357,996,6,1353
649,168,8,817
61,774,8,835
705,72,1,777
914,162,7,1076
840,282,6,1122
841,372,5,1213
650,923,5,1573
975,918,6,1893
245,436,8,681
555,321,7,876
986,151,7,1137
849,71,1,920
857,974,5,1831
326,756,5,1082
799,646,4,1445
11,371,5,382
459,549,8,1008
907,962,3,1869
505,735,8,1240
555,888,3,1443
503,83,3,586
233,955,1,1188
317,466,9,783
302,916,4,1218
266,271,9,537
986,355,2,1341
885,216,10,1101
63,621,9,684
996,311,2,1307
732,928,4,1660
919,601,3,1520
184,803,4,987
87,309,9,396
727,439,8,1166
147,459,2,606
878,857,1,1735
836,179,5,1015
550,427,3,977
861,105,5,966
722,425,1,1147
155,547,7,702
470,366,6,836
525,157,2,682
290,734,3,1024
278,417,9,695
869,434,5,1303
582,804,5,1386
165,564,6,729
655,568,7,1223
277,851,4,1128
830,844,3,1674
759,400,1,1159
234,353,3,587
34,278,4,312
977,44,2,1021
717,73,8,790
560,399,8,959
330,861,3,1191
173,937,10,1110
755,548,5,1303
872,947,4,1819
950,955,9,1905
884,852,8,1736
768,530,4,1298
420,68,9,488
197,280,8,477
185,295,4,480
392,51,4,443
957,848,1,1805
536,802,3,1338
6,741,8,747
147,687,8,834
749,28,9,777
512,970,4,1482
835,129,3,964
55,241,5,296
150,640,4,790
484,605,10,1089
624,985,5,1609
632,928,3,1560
299,123,5,422
810,676,2,1486
494,955,5,1449
708,308,2,1016
744,311,8,1055
128,351,9,479
342,92,5,434
183,764,5,947
271,397,8,668
107,833,10,940
760,465,3,1225
73,913,1,986
782,761,1,1543
760,543,4,1303
709,149,2,858
530,622,2,1152
41,199,3,240
521,103,3,624
691,116,7,807
999,83,4,1082
177,657,1,834
627,382,8,1009
520,847,6,1367
993,632,5,1625
583,781,7,1364
96,286,4,382
278,951,2,1229
856,32,9,888
286,426,10,712
462,769,8,1231
445,915,10,1360
747,958,5,1705
823,443,9,1266
167,828,9,995
546,119,2,665
782,649,9,1431
105,0,3,105
613,610,7,1223
356,852,8,1208
830,145,2,975
10,829,6,839
864,207,2,1071
454,229,1,683
80,914,9,994
622,932,6,1554
854,51,8,905
0,160,2,160
691,943,5,1634
55,804,3,859
826,532,9,1358
55,901,9,956
794,143,3,937
37,837,1,874
320,211,7,531
241,900,9,1141
741,42,4,783
371,72,8,443
63,896,7,959
772,812,6,1584
365,189,10,554
515,558,3,1073
148,44,2,192
374,237,3,611
720,801,9,1521
303,558,4,861
243,565,3,808
772,744,5,1516
252,63,2,315
309,630,4,939
900,240,9,1140
766,672,6,1438
921,588,9,1509
858,487,8,1345
249,295,5,544
999,882,4,1881
999,884,10,1883
17,70,7,87
139,522,1,661
436,848,4,1284
143,147,7,290
466,675,4,1141
458,14,4,472
944,272,7,1216
443,482,9,925
91,132,6,223
406,35,1,441
630,359,10,989
757,195,7,952
755,265,2,1020
981,63,1,1044
653,50,7,703
831,973,2,1804
826,901,8,1727
115,588,10,703
264,54,4,318
262,922,1,1184
437,168,10,605
134,416,2,550
105,712,6,817
491,143,6,634
500,805,9,1305
928,648,9,1576
215,155,8,370
542,43,6,585
139,458,6,597
891,389,8,1280
918,303,7,1221
529,391,5,920
748,922,7,1670
375,699,7,1074
843,944,9,1787
325,349,4,674
732,675,5,1407
756,212,2,968
141,832,6,973
682,428,7,1110
61,943,10,1004
636,507,4,1143
901,261,10,1162
499,267,7,766
991,930,3,1921
481,887,8,1368
215,900,6,1115
231,829,6,1060
188,237,1,425
86,254,4,340
353,319,3,672
85,52,10,137
873,593,8,1466
264,676,9,940
892,768,6,1660
700,241,3,941
470,828,5,1298
776,124,8,900
872,895,3,1767
179,63,9,242
5,554,3,559
931,726,6,1657
831,718,7,1549
79,697,7,776
582,199,6,781
251,926,4,1177
958,22,9,980
226,550,10,776
387,379,2,766
6,313,6,319
807,666,7,1473
350,482,1,832
737,877,8,1614
205,969,8,1174
160,877,2,1037
91,501,9,592
252,972,5,1224
786,906,10,1692
441,125,8,566
264,313,8,577
644,40,4,684
740,867,5,1607
738,379,6,1117
53,996,1,1049
91,818,5,909
740,723,8,1463
984,35,4,1019
495,248,1,743
775,196,2,971
873,31,7,904
612,0,3,612
769,122,1,891
284,554,4,838
286,741,3,1027
56,485,7,541
321,866,1,1187
258,93,5,351
322,577,10,899
150,750,6,900
166,824,2,990
708,753,2,1461
430,897,10,1327
705,996,6,1701
195,763,1,958
799,621,7,1420
930,26,1,956
357,787,7,1144
896,156,1,1052
435,22,7,457
64,743,2,807
234,577,4,811
307,504,2,811
713,909,6,1622
571,517,10,1088
335,63,5,398
398,190,7,588
531,863,10,1394
317,169,7,486
857,179,3,1036
186,801,6,987
162,789,10,951
269,351,3,620
291,905,1,1196
440,342,6,782
978,495,6,1473
622,314,5,936
200,360,6,560
195,243,1,438
46,540,2,586
116,455,8,571
182,705,2,887
190,55,3,245
312,78,3,390
517,315,2,832
178,322,9,500
77,487,4,564
733,601,2,1334
453,715,4,1168
724,882,4,1606
161,88,7,249
664,126,3,790
435,611,10,1046
939,483,5,1422
508,209,10,717
459,500,5,959
62,961,10,1023
57,537,3,594
667,132,10,799
725,44,9,769
114,238,4,352
173,621,8,794
941,89,9,1030
362,182,2,544
303,632,2,935
393,921,5,1314
106,249,4,355
9,989,2,998
678,473,1,1151
451,187,9,638
293,801,9,1094
240,707,2,947
400,216,2,616
820,427,5,1247
521,480,4,1001
174,280,1,454
690,74,5,764
699,25,7,724
296,383,8,679
620,463,6,1083
968,67,4,1035
613,703,3,1316
669,752,2,1421
159,769,9,928
642,844,2,1486
785,813,10,1598
151,719,4,870
696,765,3,1461
3,376,5,379
809,62,2,871
721,426,10,1147
180,990,1,1170
652,749,10,1401
365,501,5,866
500,69,4,569
538,547,8,1085
400,499,10,899
978,697,5,1675
744,856,1,1600
865,558,5,1423
796,690,3,1486
238,813,10,1051
463,939,9,1402
740,996,3,1736
386,887,3,1273
183,506,10,689
634,318,10,952
917,883,4,1800
595,473,8,1068
79,622,7,701
264,89,5,353
567,92,4,659
668,773,4,1441
977,241,4,1218
84,923,9,1007
386,975,10,1361
665,432,3,1097
121,925,4,1046
654,635,4,1289
461,288,6,749
276,796,10,1072
908,506,3,1414
879,997,10,1876
690,978,5,1668
684,573,2,1257
357,177,6,534
486,14,10,500
571,91,8,662
681,923,10,1604
403,653,2,1056
430,220,1,650
102,664,9,766
7,353,4,360
50,364,3,414
611,460,3,1071
923,788,4,1711
763,206,7,969
24,408,5,432
175,45,4,220
278,65,9,343
353,28,5,381
598,398,6,996
698,120,10,818
389,978,5,1367
275,69,9,344
264,219,4,483
810,849,9,1659
459,785,6,1244
300,101,9,401
716,38,2,754
225,180,3,405
280,153,10,433
303,587,5,890
698,905,9,1603
815,661,1,1476
554,179,5,733
165,380,3,545
978,939,8,1917
507,555,6,1062
533,272,1,805
694,528,2,1222
813,991,9,1804
950,409,3,1359
43,8,4,51
354,587,1,941
764,817,1,1581
870,644,1,1514
118,892,10,1010
164,65,1,229
684,892,1,1576
674,595,4,1269
55,636,6,691
253,545,2,798
429,583,4,1012
805,406,5,1211
649,477,1,1126
938,34,10,972
408,212,3,620
912,499,7,1411
526,401,2,927
497,562,5,1059
528,306,4,834
848,739,1,1587
130,709,6,839
70,178,8,248
84,262,4,346
17,610,9,627
457,374,8,831
387,214,6,601
375,212,1,587
701,180,9,881
335,894,8,1229
93,771,9,864
346,562,9,908
536,713,10,1249
574,201,5,775
808,62,1,870
53,3,5,56
82,611,4,693
542,555,7,1097
767,307,5,1074
958,171,2,1129
255,611,6,866
80,202,7,282
696,252,1,948
475,872,2,1347
719,32,8,751
536,699,6,1235
973,338,10,1311
789,414,8,1203
794,298,8,1092
497,381,6,878
129,498,6,627
199,498,5,697
604,206,6,810
282,746,10,1028
698,428,5,1126
631,35,6,666
927,147,1,1074
876,845,10,1721
441,243,6,684
734,766,6,1500
750,927,10,1677
736,433,4,1169
716,601,7,1317
202,717,1,919
966,192,3,1158
16,601,3,617
359,41,10,400
30,696,6,726
412,890,5,1302
142,650,8,792
694,161,8,855
886,851,8,1737
804,869,5,1673
438,633,4,1071
644,385,8,1029
940,225,3,1165
983,311,10,1294
318,757,7,1075
615,10,4,625
492,356,9,848
686,189,9,875
368,743,3,1111
796,616,10,1412
579,405,2,984
135,344,7,479
778,918,3,1696
152,440,9,592
396,837,6,1233
311,879,10,1190
927,432,9,1359
416,657,7,1073
803,647,10,1450
496,885,7,1381
937,324,7,1261
248,70,2,318
889,367,7,1256
813,638,5,1451
165,704,6,869
228,964,8,1192
339,112,6,451
101,33,4,134
991,563,5,1554
465,26,10,491
517,834,10,1351
796,721,3,1517
128,473,9,601
344,115,1,459
969,831,4,1800
147,821,4,968
606,723,9,1329
422,788,6,1210
964,141,10,1105
319,182,7,501
917,434,6,1351
487,250,4,737
55,341,6,396
967,76,7,1043
326,898,1,1224
728,240,4,968
92,13,7,105
517,694,4,1211
169,640,1,809
869,830,6,1699
573,968,10,1541
839,416,9,1255
486,140,3,626
561,735,8,1296
166,918,2,1084
413,765,8,1178
246,282,10,528
180,110,10,290
455,370,7,825
164,502,10,666
696,910,3,1606
5,731,8,736
841,367,4,1208
814,868,8,1682
201,384,1,585
492,248,4,740
643,145,6,788
9,843,5,852
622,304,6,926
260,176,8,436
702,232,5,934
548,600,3,1148
272,904,6,1176
639,621,8,1260
217,539,4,756
289,624,1,913
503,120,4,623
218,401,6,619
261,794,8,1055
954,328,1,1282
638,98,6,736
188,620,9,808
59,784,2,843
507,620,7,1127
991,177,6,1168
632,688,10,1320
713,894,9,1607
846,935,6,1781
308,396,2,704
939,959,9,1898
572,62,3,634
86,651,6,737
987,529,10,1516
212,647,4,859
891,814,7,1705
704,203,1,907
554,955,1,1509
860,870,6,1730
456,170,1,626
201,650,3,851
236,745,3,981
985,87,1,1072
678,286,8,964
812,695,9,1507
970,821,10,1791
873,975,1,1848
456,82,2,538
515,222,5,737
932,416,8,1348
62,335,7,397
153,113,9,266
754,562,5,1316
681,245,3,926
198,812,1,1010
578,912,7,1490
501,886,8,1387
482,643,6,1125
379,352,2,731
874,710,1,1584
572,434,3,1006
896,985,7,1881
347,431,10,778
81,162,9,243
707,236,6,943
466,585,3,1051
449,506,2,955
398,229,1,627
513,894,5,1407
815,911,2,1726
160,640,5,800
574,156,7,730
758,900,8,1658
605,830,8,1435
769,951,7,1720
179,383,7,562
954,908,4,1862
785,977,4,1762
300,605,4,905
949,515,7,1464
59,433,8,492
784,518,8,1302
6,339,8,345
967,620,1,1587
689,389,7,1078
345,243,4,588
701,984,4,1685
569,77,8,646
680,135,4,815
761,731,1,1492
76,810,4,886
175,473,1,648
396,163,9,559
51,883,4,934
22,767,9,789
388,712,3,1100
101,492,7,593
733,689,2,1422
807,17,2,824
651,188,9,839
818,61,10,879
560,575,9,1135
294,818,4,1112
276,197,10,473
992,970,4,1962
204,622,1,826
883,295,7,1178
187,285,8,472
153,670,7,823
121,509,10,630
416,129,4,545
312,243,1,555
993,661,6,1654
131,794,5,925
313,784,10,1097
69,485,4,554
222,645,6,867
916,194,8,1110
356,614,10,970
816,858,8,1674
690,761,1,1451
402,752,10,1154
722,259,6,981
724,252,6,976
223,182,3,405
53,645,2,698
683,50,1,733
261,966,6,1227
970,929,2,1899
362,917,7,1279
5,930,10,935
13,797,6,810
476,669,6,1145
279,298,10,577
815,921,1,1736
309,997,1,1306
655,579,4,1234
503,8,5,511
683,940,6,1623
863,819,2,1682
432,931,3,1363
899,597,1,1496
209,925,1,1134
869,271,4,1140
482,70,5,552
211,220,9,431
167,478,6,645
722,622,7,1344
156,276,6,432
591,755,4,1346
962,231,6,1193
101,693,9,794
733,639,10,1372
90,551,7,641
612,68,7,680
653,298,9,951
117,938,4,1055
207,611,4,818
681,116,8,797
894,98,7,992
508,764,9,1272
424,292,10,716
280,117,2,397
904,248,9,1152
164,949,7,1113
564,715,2,1279
598,438,6,1036
270,889,2,1159
38,500,8,538
444,86,4,530
768,722,4,1490
530,579,7,1109
47,233,2,280
251,57,2,308
564,124,7,688
304,601,3,905
220,56,3,276
559,632,9,1191
538,296,3,834
464,311,6,775
380,334,2,714
394,352,2,746
564,764,10,1328
917,481,7,1398
197,608,8,805
783,129,4,912
650,593,2,1243
299,985,5,1284
63,499,1,562
131,856,10,987
819,125,9,944
643,193,6,836
602,712,4,1314
889,72,5,961
773,467,5,1240
436,373,1,809
661,914,5,1575
619,348,1,967
822,467,4,1289
916,13,2,929
769,14,7,783
807,530,8,1337
937,754,7,1691
88,60,7,148
89,426,8,515
400,557,5,957
349,129,5,478
485,654,2,1139
253,114,4,367
387,469,10,856
660,698,9,1358
894,252,9,1146
283,891,4,1174
606,932,8,1538
785,848,10,1633
648,666,5,1314
964,953,10,1917
532,755,7,1287
24,666,5,690
215,872,5,1087
834,82,4,916
647,530,3,1177
7,742,5,749
665,268,3,933
291,69,9,360
787,583,7,1370
779,877,1,1656
835,195,7,1030
978,274,8,1252
913,202,6,1115
733,731,7,1464
390,601,5,991
1,977,9,978
140,497,6,637
410,931,10,1341
917,684,5,1601
741,317,3,1058
172,829,5,1001
778,218,2,996
354,863,5,1217
497,479,2,976
124,125,6,249
561,301,6,862
363,522,9,885
867,954,5,1821
867,655,8,1522
421,292,5,713
576,117,3,693
418,619,6,1037
653,388,7,1041
916,64,6,980
550,947,9,1497
772,228,1,1000
904,817,7,1721
610,433,2,1043
923,328,3,1251
19,641,6,660
304,434,10,738
105,980,1,1085
208,658,8,866
237,234,9,471
85,914,6,999
392,435,4,827
777,783,6,1560
718,805,6,1523
350,227,8,577
892,711,9,1603
142,781,8,923
122,95,8,217
257,4,2,261
962,881,9,1843
111,814,3,925
555,58,2,613
49,842,1,891
838,939,5,1777
357,300,3,657
743,84,10,827
323,572,6,895
980,606,7,1586
622,533,7,1155
562,524,8,1086
986,426,8,1412
621,729,2,1350
40,588,5,628
512,946,5,1458
41,95,6,136
770,592,6,1362
627,348,9,975
410,433,5,843
246,46,4,292
611,436,3,1047
525,399,6,924
688,479,10,1167
210,608,8,818
368,459,3,827
