p,q,f,out
364,700,8,1064
315,193,2,508
521,737,9,1258
850,337,2,1187
639,152,9,791
420,454,5,874
608,892,5,1500
21,792,1,813
981,937,3,1918
867,30,7,897
6,76,7,82
251,387,7,638
931,570,3,1501
196,466,3,662
965,827,6,1792
760,514,8,1274
975,23,7,998
946,407,3,1353
127,398,8,525
126,210,2,336
325,852,8,1177
840,3,5,843
353,219,4,572
74,158,10,232
823,199,1,1022
955,728,8,1683
990,52,5,1042
48,145,7,193
7,123,4,130
621,374,2,995
931,625,8,1556
251,456,3,707
53,818,5,871
668,864,7,1532
221,446,9,667
900,235,9,1135
892,789,9,1681
461,195,8,656
575,418,1,993
986,101,1,1087
965,139,3,1104
261,845,10,1106
794,227,9,1021
565,32,5,597
213,125,10,338
412,229,2,641
293,810,4,1103
236,552,2,788
378,561,7,939
502,251,9,753
932,863,5,1795
497,568,3,1065
539,884,5,1423
659,163,7,822
191,981,1,1172
919,833,1,1752
335,288,7,623
736,427,2,1163
685,863,4,1548
15,59,2,74
358,604,8,962
494,252,7,746
785,853,5,1638
830,393,10,1223
843,899,9,1742
774,163,9,937
327,219,8,546
925,247,8,1172
461,143,1,604
400,169,7,569
27,13,8,40
858,463,6,1321
624,520,8,1144
767,480,5,1247
893,984,3,1877
915,398,5,1313
376,616,8,992
92,422,8,514
860,797,3,1657
475,885,3,1360
196,249,4,445
317,729,4,1046
979,684,8,1663
379,985,3,1364
675,698,3,1373
536,871,10,1407
762,651,6,1413
65,749,2,814
645,866,8,1511
774,496,8,1270
928,339,3,1267
216,455,3,671
965,241,5,1206
567,814,9,1381
853,796,2,1649
288,619,2,907
574,925,3,1499
960,427,9,1387
197,2,4,199
608,967,3,1575
394,551,5,945
186,91,4,277
472,259,6,731
921,470,5,1391
314,388,8,702
491,523,4,1014
431,950,5,1381
898,776,7,1674
364,903,7,1267
428,268,2,696
852,485,6,1337
129,777,10,906
796,994,7,1790
110,274,3,384
338,224,2,562
792,748,5,1540
236,717,2,953
765,195,10,960
469,342,5,811
671,613,6,1284
942,446,6,1388
931,322,3,1253
918,757,1,1675
876,77,2,953
640,985,4,1625
239,981,10,1220
63,272,4,335
585,88,4,673
538,237,5,775
757,439,6,1196
551,366,5,917
798,355,6,1153
947,608,9,1555
338,974,5,1312
620,316,5,936
965,319,2,1284
185,308,9,493
531,251,3,782
402,136,6,538
535,901,10,1436
297,100,1,397
34,869,8,903
211,952,1,1163
950,808,1,1758
527,988,5,1515
687,791,9,1478
580,670,5,1250
304,124,1,428
13,356,4,369
599,147,4,746
848,195,5,1043
662,349,7,1011
230,212,2,442
817,364,5,1181
780,259,2,1039
935,664,6,1599
290,868,9,1158
250,13,1,263
266,466,9,732
114,844,6,958
55,414,3,469
669,93,4,762
305,470,10,775
407,501,4,908
572,438,1,1010
209,976,7,1185
471,359,3,830
376,662,5,1038
307,234,3,541
912,598,4,1510
688,892,2,1580
859,199,5,1058
758,999,1,1757
92,48,7,140
878,193,1,1071
59,390,9,449
694,370,7,1064
420,233,8,653
681,470,3,1151
973,256,4,1229
962,949,10,1911
804,477,5,1281
996,461,1,1457
859,784,7,1643
162,307,2,469
840,918,8,1758
131,467,3,598
500,675,7,1175
823,414,1,1237
391,729,5,1120
76,843,3,919
452,127,7,579
431,166,7,597
138,895,7,1033
434,968,6,1402
727,845,7,1572
50,655,6,705
302,476,9,778
817,364,6,1181
542,453,6,995
725,668,8,1393
632,797,9,1429
831,726,2,1557
309,738,3,1047
253,8,1,261
198,171,8,369
182,6,7,188
25,593,1,618
803,918,9,1721
463,450,3,913
847,423,5,1270
891,38,6,929
183,621,8,804
894,478,9,1372
947,577,3,1524
755,737,10,1492
985,398,1,1383
585,314,9,899
27,535,5,562
924,752,9,1676
528,781,8,1309
914,806,10,1720
872,229,8,1101
65,956,6,1021
708,786,9,1494
195,746,1,941
789,894,1,1683
64,100,6,164
34,833,3,867
843,524,3,1367
232,345,1,577
846,94,5,940
799,590,9,1389
936,998,8,1934
702,338,5,1040
597,5,6,602
240,667,4,907
74,618,8,692
291,837,8,1128
101,372,3,473
322,812,6,1134
425,250,1,675
538,375,4,913
78,809,8,887
518,514,2,1032
973,112,9,1085
725,769,4,1494
835,16,10,851
685,927,5,1612
40,33,7,73
912,881,4,1793
668,64,8,732
474,364,10,838
505,141,4,646
920,890,7,1810
872,641,8,1513
74,442,7,516
916,762,7,1678
693,314,8,1007
196,216,7,412
370,852,6,1222
497,484,6,981
930,285,10,1215
716,560,2,1276
849,307,4,1156
270,463,10,733
12,351,6,363
955,596,10,1551
661,690,8,1351
212,91,5,303
999,24,10,1023
926,353,7,1279
721,819,1,1540
771,252,7,1023
633,72,2,705
937,161,4,1098
820,213,8,1033
694,196,6,890
460,189,1,649
292,822,10,1114
464,547,8,1011
697,460,6,1157
856,710,6,1566
306,295,7,601
539,556,2,1095
834,756,7,1590
771,662,8,1433
146,438,1,584
626,86,7,712
704,772,9,1476
664,337,2,1001
499,598,4,1097
17,852,7,869
566,821,3,1387
924,71,3,995
750,690,10,1440
690,323,3,1013
454,637,8,1091
956,796,8,1752
282,142,10,424
12,454,3,466
139,275,7,414
751,228,10,979
494,874,9,1368
169,928,9,1097
797,931,6,1728
11,518,8,529
612,444,1,1056
778,530,5,1308
823,221,7,1044
999,937,5,1936
293,244,5,537
121,784,2,905
489,676,4,1165
452,235,2,687
321,845,2,1166
432,646,3,1078
926,442,10,1368
524,559,2,1083
246,664,6,910
119,232,8,351
33,888,1,921
991,224,7,1215
303,924,5,1227
38,14,1,52
594,620,9,1214
62,80,9,142
882,426,10,1308
266,170,1,436
266,870,8,1136
327,541,8,868
722,404,7,1126
582,947,9,1529
685,517,9,1202
199,548,9,747
109,970,4,1079
756,205,3,961
18,984,4,1002
486,146,7,632
439,762,6,1201
690,421,9,1111
456,920,4,1376
928,740,2,1668
45,109,5,154
668,998,8,1666
328,232,8,560
378,194,7,572
195,925,2,1120
349,329,5,678
711,987,5,1698
651,19,6,670
890,946,7,1836
524,374,7,898
359,158,5,517
815,205,7,1020
634,785,5,1419
935,793,6,1728
794,824,1,1618
152,373,1,525
772,842,8,1614
572,97,4,669
146,487,3,633
573,915,4,1488
342,387,3,729
551,229,6,780
661,471,10,1132
595,420,5,1015
24,101,7,125
81,500,3,581
277,273,8,550
715,712,9,1427
434,218,5,652
441,767,7,1208
832,717,9,1549
994,541,4,1535
684,335,3,1019
662,707,2,1369
220,927,6,1147
369,904,10,1273
628,835,8,1463
623,892,7,1515
202,765,8,967
241,480,3,721
682,517,9,1199
880,192,7,1072
798,607,5,1405
884,861,2,1745
306,352,3,658
12,889,7,901
357,35,9,392
364,387,10,751
237,349,1,586
775,109,7,884
620,680,7,1300
30,431,6,461
876,382,9,1258
528,786,6,1314
14,833,2,847
106,690,10,796
880,859,1,1739
750,872,3,1622
480,788,8,1268
651,167,4,818
654,432,8,1086
518,153,4,671
53,214,9,267
609,129,10,738
927,660,8,1587
949,968,3,1917
999,1,5,1000
883,30,2,913
965,531,7,1496
132,142,7,274
534,379,3,913
886,421,6,1307
119,161,5,280
918,508,1,1426
67,747,8,814
929,474,3,1403
137,774,1,911
847,302,6,1149
867,943,1,1810
775,987,5,1762
330,885,5,1215
857,582,10,1439
830,421,4,1251
542,633,8,1175
420,310,2,730
716,78,1,794
186,769,4,955
383,206,4,589
660,747,9,1407
960,312,5,1272
243,456,4,699
781,192,4,973
792,191,7,983
530,683,2,1213
766,741,4,1507
59,447,8,506
306,297,1,603
12,982,6,994
789,992,5,1781
560,199,8,759
916,47,6,963
434,237,6,671
47,500,8,547
890,600,6,1490
31,819,10,850
721,904,6,1625
126,534,3,660
713,235,8,948
603,90,6,693
162,639,2,801
252,565,3,817
132,31,5,163
256,183,7,439
469,531,8,1000
913,488,3,1401
143,934,7,1077
682,304,4,986
808,226,10,1034
47,678,7,725
427,135,5,562
598,131,10,729
15,591,1,606
851,19,4,870
591,312,3,903
605,640,3,1245
314,63,3,377
69,872,6,941
268,431,6,699
817,419,4,1236
373,981,6,1354
339,427,1,766
839,355,10,1194
466,921,9,1387
506,363,3,869
809,724,9,1533
534,241,3,775
304,110,10,414
611,450,9,1061
547,736,9,1283
802,282,6,1084
403,506,9,909
235,468,9,703
619,182,8,801
513,367,7,880
830,567,4,1397
666,577,8,1243
962,527,5,1489
188,974,9,1162
356,333,8,689
142,685,6,827
261,679,6,940
6,354,10,360
57,331,9,388
696,355,4,1051
756,622,10,1378
120,340,2,460
680,456,2,1136
712,349,9,1061
269,552,9,821
401,841,3,1242
453,255,7,708
706,74,8,780
272,345,5,617
506,463,5,969
153,251,2,404
50,122,7,172
83,659,8,742
567,167,2,734
317,189,8,506
962,301,10,1263
242,304,1,546
960,733,7,1693
13,786,4,799
373,811,7,1184
726,544,10,1270
746,682,10,1428
631,610,8,1241
707,408,7,1115
870,169,2,1039
534,421,1,955
838,256,3,1094
822,156,7,978
540,306,4,846
952,495,1,1447
874,628,4,1502
733,444,9,1177
444,799,2,1243
361,67,10,428
716,211,1,927
855,978,9,1833
317,204,8,521
314,814,6,1128
550,423,5,973
604,500,10,1104
528,729,2,1257
734,633,10,1367
258,696,10,954
60,89,6,149
412,791,1,1203
492,556,6,1048
929,941,5,1870
661,268,2,929
609,475,10,1084
274,846,8,1120
311,670,9,981
497,782,7,1279
206,435,4,641
301,421,10,722
152,918,9,1070
71,394,9,465
995,556,3,1551
623,67,6,690
229,361,2,590
776,822,5,1598
350,706,3,1056
278,958,2,1236
220,653,7,873
283,801,8,1084
619,554,5,1173
893,49,7,942
850,245,10,1095
311,911,8,1222
30,20,7,50
434,668,8,1102
138,231,1,369
259,267,9,526
229,298,4,527
316,309,1,625
766,88,3,854
704,116,9,820
65,752,10,817
675,211,4,886
987,33,2,1020
817,576,5,1393
527,791,6,1318
667,254,3,921
263,555,6,818
586,986,9,1572
853,563,5,1416
66,915,6,981
499,20,9,519
578,442,7,1020
919,407,7,1326
308,356,1,664
591,76,6,667
327,511,2,838
693,241,7,934
213,576,7,789
482,448,6,930
843,976,10,1819
170,910,10,1080
217,307,2,524
877,345,7,1222
312,415,3,727
623,617,3,1240
821,707,7,1528
832,377,7,1209
79,347,3,426
287,321,7,608
84,804,9,888
31,563,6,594
186,498,5,684
297,866,10,1163
983,275,10,1258
814,990,8,1804
337,193,2,530
486,730,8,1216
346,974,3,1320
151,45,6,196
260,52,2,312
547,641,10,1188
935,803,3,1738
818,37,1,855
113,938,1,1051
449,566,9,1015
782,427,4,1209
833,915,1,1748
124,384,1,508
844,831,3,1675
425,544,9,969
52,455,3,507
273,168,5,441
457,445,5,902
791,581,10,1372
905,643,3,1548
162,562,7,724
3,27,5,30
644,422,4,1066
734,25,4,759
548,668,9,1216
536,642,6,1178
412,557,2,969
688,869,2,1557
676,691,5,1367
884,467,2,1351
152,609,5,761
728,852,4,1580
111,799,7,910
32,144,6,176
558,424,10,982
204,848,9,1052
135,708,2,843
633,645,8,1278
745,479,1,1224
278,831,2,1109
536,784,4,1320
859,796,9,1655
777,341,9,1118
680,238,4,918
417,248,7,665
937,410,1,1347
799,910,3,1709
578,801,9,1379
71,946,7,1017
214,411,10,625
21,893,5,914
973,165,10,1138
23,742,3,765
640,810,4,1450
56,227,8,283
140,605,8,745
669,574,5,1243
982,6,7,988
487,799,1,1286
281,845,6,1126
334,352,6,686
496,757,7,1253
433,706,1,1139
303,687,10,990
113,341,2,454
552,719,8,1271
9,79,2,88
55,998,9,1053
799,741,8,1540
535,908,6,1443
477,639,8,1116
17,788,4,805
4,928,2,932
861,409,2,1270
905,843,3,1748
399,499,3,898
179,83,3,262
417,455,6,872
488,62,10,550
377,724,10,1101
498,96,5,594
911,597,2,1508
853,425,10,1278
532,578,2,1110
222,227,3,449
493,163,3,656
578,20,8,598
865,491,3,1356
492,759,3,1251
873,585,3,1458
243,269,6,512
852,546,1,1398
178,195,6,373
189,295,8,484
907,860,6,1767
638,968,3,1606
278,718,2,996
55,186,9,241
248,875,5,1123
650,798,10,1448
943,669,6,1612
230,728,1,958
114,845,3,959
496,1,2,497
298,715,5,1013
114,472,7,586
793,570,1,1363
345,436,5,781
532,549,4,1081
980,957,2,1937
120,246,3,366
340,731,2,1071
328,720,3,1048
584,443,5,1027
919,740,8,1659
767,147,10,914
66,188,6,254
792,226,7,1018
580,669,8,1249
817,40,7,857
600,216,7,816
151,891,6,1042
870,550,1,1420
442,714,2,1156
353,453,1,806
307,396,4,703
752,2,1,754
760,878,8,1638
44,551,8,595
629,982,5,1611
558,79,3,637
163,466,2,629
706,858,9,1564
845,860,1,1705
764,940,5,1704
240,215,2,455
383,397,1,780
596,94,4,690
892,307,3,1199
425,958,6,1383
906,919,6,1825
855,199,10,1054
712,206,2,918
986,302,6,1288
870,967,5,1837
391,348,1,739
721,682,3,1403
490,774,10,1264
81,161,1,242
63,994,1,1057
559,702,2,1261
996,533,3,1529
229,245,6,474
156,680,10,836
239,804,2,1043
208,903,1,1111
731,127,1,858
771,816,2,1587
809,199,2,1008
582,73,3,655
7,831,2,838
211,578,9,789
202,3,4,205
50,994,3,1044
247,139,6,386
516,600,6,1116
614,605,4,1219
773,740,7,1513
33,865,3,898
232,717,1,949
591,191,4,782
345,894,5,1239
985,361,9,1346
3,397,6,400
999,25,8,1024
84,351,10,435
872,785,7,1657
925,831,7,1756
140,46,6,186
801,541,10,1342
809,286,9,1095
969,717,5,1686
840,533,8,1373
663,624,2,1287
269,35,3,304
509,132,6,641
314,543,2,857
957,956,9,1913
533,866,2,1399
210,608,2,818
62,423,5,485
928,434,5,1362
717,488,9,1205
133,795,10,928
694,940,7,1634
989,826,3,1815
82,184,8,266
339,821,10,1160
77,319,9,396
529,211,6,740
459,537,8,996
842,934,2,1776
766,331,4,1097
245,351,2,596
628,820,5,1448
997,520,8,1517
827,532,8,1359
970,436,4,1406
405,301,6,706
294,270,1,564
370,191,2,561
683,220,10,903
134,857,9,991
122,694,6,816
766,308,6,1074
714,720,5,1434
9,584,9,593
800,307,3,1107
936,909,2,1845
830,154,4,984
175,794,10,969
375,939,2,1314
845,969,7,1814
17,867,3,884
88,561,9,649
963,798,8,1761
73,37,10,110
861,478,6,1339
369,602,10,971
20,390,5,410
258,351,5,609
47,750,10,797
708,708,6,1416
760,10,3,770
620,633,8,1253
414,355,10,769
12,199,8,211
454,100,4,554
328,128,9,456
206,25,7,231
899,658,2,1557
54,556,5,610
498,427,6,925
690,480,9,1170
815,779,9,1594
731,601,7,1332
62,556,10,618
555,765,3,1320
127,772,3,899
810,967,7,1777
851,454,9,1305
978,595,5,1573
259,423,10,682
843,362,10,1205
487,603,7,1090
421,403,10,824
125,833,5,958
44,49,7,93
171,462,4,633
465,695,7,1160
157,519,8,676
412,971,1,1383
132,580,7,712
885,582,1,1467
995,635,8,1630
302,821,3,1123
243,925,3,1168
603,914,1,1517
508,223,8,731
689,840,3,1529
14,163,9,177
738,583,3,1321
540,372,6,912
289,617,9,906
656,462,5,1118
972,663,4,1635
497,337,4,834
356,133,5,489
760,361,1,1121
343,426,3,769
223,989,8,1212
266,978,5,1244
910,453,4,1363
665,244,5,909
731,772,9,1503
59,503,1,562
326,497,8,823
828,560,8,1388
317,221,8,538
459,162,4,621
304,837,9,1141
374,760,4,1134
767,525,4,1292
995,159,8,1154
689,879,5,1568
763,424,10,1187
572,915,4,1487
301,753,10,1054
135,646,1,781
934,200,10,1134
391,327,7,718
352,721,4,1073
275,649,2,924
892,492,1,1384
242,587,6,829
92,377,8,469
52,805,5,857
448,267,6,715
977,249,2,1226
248,503,8,751
587,88,3,675
560,766,7,1326
358,357,5,715
634,565,4,1199
122,894,7,1016
172,374,6,546
941,552,2,1493
858,813,4,1671
133,532,7,665
750,55,8,805
434,447,8,881
34,762,3,796
827,67,9,894
498,362,9,860
52,292,10,344
871,167,6,1038
773,179,4,952
171,535,3,706
997,440,10,1437
728,976,1,1704
979,584,7,1563
982,741,5,1723
12,888,7,900
912,368,6,1280
798,484,3,1282
537,403,9,940
868,106,7,974
832,210,5,1042
495,826,5,1321
270,651,1,921
213,914,10,1127
728,966,6,1694
70,796,7,866
264,914,6,1178
915,887,6,1802
562,229,10,791
83,311,3,394
428,6,4,434
969,427,5,1396
92,26,10,118
532,504,1,1036
881,885,4,1766
77,969,6,1046
263,904,9,1167
193,784,7,977
852,220,4,1072
644,858,5,1502
42,888,7,930
633,859,8,1492
611,489,6,1100
760,75,7,835
162,804,9,966
563,208,1,771
178,280,8,458
307,878,3,1185
544,431,6,975
291,245,8,536
164,240,2,404
189,527,2,716
944,279,6,1223
538,884,3,1422
7,644,4,651
496,80,10,576
124,379,1,503
389,510,8,899
616,774,1,1390
809,302,8,1111
542,591,9,1133
455,294,3,749
144,414,10,558
675,416,9,1091
592,271,9,863
732,979,8,1711
754,852,5,1606
209,795,5,1004
352,908,1,1260
878,303,6,1181
587,909,10,1496
717,864,2,1581
815,547,4,1362
761,618,5,1379
394,933,9,1327
24,557,9,581
447,828,6,1275
111,952,7,1063
79,336,1,415
808,586,7,1394
778,919,10,1697
143,828,8,971
69,855,5,924
240,744,9,984
37,722,1,759
875,311,9,1186
494,79,8,573
641,979,8,1620
443,450,9,893
752,970,2,1722
958,938,9,1896
678,304,2,982
988,559,10,1547
260,10,5,270
320,904,4,1224
110,256,8,366
899,332,10,1231
550,102,2,652
392,273,8,665
769,745,10,1514
391,900,6,1291
772,141,9,913
336,339,2,675
752,88,5,840
932,760,4,1692
373,153,5,526
643,323,7,966
843,144,8,987
330,993,7,1323
328,809,8,1137
10,838,4,848
868,815,9,1683
545,395,4,940
388,526,10,914
692,939,9,1631
781,430,9,1211
36,767,2,803
641,990,10,1631
389,764,10,1153
144,441,4,585
974,862,7,1836
281,88,6,369
886,622,10,1508
242,480,4,722
742,637,6,1379
10,708,3,718
38,686,6,724
119,940,6,1059
607,34,10,641
758,921,2,1679
595,553,4,1148
156,744,1,900
161,378,1,539
457,876,10,1333
7,615,1,622
429,431,5,860
944,806,3,1750
352,942,7,1294
686,451,2,1137
629,159,3,788
297,778,5,1075
791,819,5,1610
415,618,8,1033
7,327,1,334
638,839,2,1477
97,934,8,1031
267,552,3,819
859,369,8,1228
389,415,8,804
452,123,7,575
593,547,1,1140
804,235,3,1039
333,31,4,364
423,279,5,702
699,10,4,709
849,51,10,900
158,8,2,166
428,622,6,1050
679,333,4,1012
142,44,2,186
449,282,9,731
303,45,7,348
351,275,7,626
350,26,5,376
330,928,6,1258
994,587,1,1581
747,623,3,1370
3,380,6,383
510,838,10,1348
936,805,5,1741
214,188,10,402
39,904,2,943
775,264,4,1039
171,184,5,355
479,951,8,1430
513,90,3,603
407,675,9,1082
34,91,10,125
535,896,10,1431
507,971,3,1478
749,720,9,1469
955,395,8,1350
155,897,4,1052
438,647,2,1085
482,261,5,743
616,962,2,1578
765,286,8,1051
169,14,10,183
694,963,4,1657
394,979,10,1373
624,238,2,862
447,346,1,793
641,2,10,643
387,111,3,498
104,365,1,469
521,340,5,861
615,475,1,1090
8,466,9,474
972,582,4,1554
391,866,4,1257
972,573,3,1545
4,337,2,341
243,251,1,494
645,775,7,1420
782,846,3,1628
649,575,8,1224
560,119,8,679
326,857,4,1183
309,297,5,606
648,648,9,1296
131,326,4,457
683,873,8,1556
728,784,1,1512
504,543,1,1047
64,814,8,878
151,246,2,397
48,811,4,859
755,926,3,1681
904,727,1,1631
457,940,3,1397
817,662,3,1479
824,312,9,1136
185,228,9,413
370,210,4,580
939,257,8,1196
781,918,5,1699
900,59,3,959
51,247,7,298
546,163,7,709
876,635,2,1511
63,81,9,144
648,239,2,887
243,3,6,246
766,47,2,813
598,453,9,1051
148,223,5,371
673,680,10,1353
837,450,5,1287
206,196,1,402
534,530,7,1064
326,239,1,565
970,549,4,1519
871,930,2,1801
293,667,4,960
734,431,9,1165
708,299,4,1007
509,507,5,1016
678,45,4,723
32,914,7,946
793,361,4,1154
105,579,6,684
66,601,10,667
219,584,9,803
31,43,5,74
219,978,2,1197
777,87,2,864
571,348,5,919
478,694,5,1172
549,988,8,1537
984,233,9,1217
352,882,8,1234
107,978,5,1085
773,853,8,1626
802,630,3,1432
430,874,2,1304
405,819,8,1224
761,629,7,1390
117,855,4,972
177,798,5,975
895,55,6,950
154,744,4,898
422,936,9,1358
946,180,7,1126
203,406,10,609
751,787,5,1538
923,588,7,1511
559,84,2,643
225,822,9,1047
500,772,9,1272
158,984,6,1142
930,240,2,1170
61,823,9,884
584,326,9,910
235,113,7,348
876,127,9,1003
460,868,7,1328
389,450,10,839
748,882,2,1630
451,209,8,660
981,965,10,1946
431,831,4,1262
292,997,4,1289
537,957,6,1494
708,799,1,1507
493,983,1,1476
354,277,9,631
742,973,10,1715
792,26,4,818
923,320,3,1243
960,774,5,1734
736,760,10,1496
854,192,10,1046
491,725,4,1216
63,295,6,358
444,891,10,1335
753,904,7,1657
743,686,10,1429
308,102,10,410
930,676,8,1606
222,218,6,440
936,75,9,1011
724,298,1,1022
823,199,2,1022
85,590,2,675
895,832,5,1727
161,7,8,168
15,180,2,195
162,159,7,321
73,408,2,481
444,772,5,1216
572,335,10,907
446,132,2,578
867,749,4,1616
251,438,6,689
113,827,4,940
304,294,7,598
571,351,1,922
772,973,1,1745
912,26,5,938
691,298,10,989
542,652,7,1194
778,913,3,1691
928,391,9,1319
4,258,3,262
716,472,10,1188
374,372,7,746
586,15,7,601
188,914,6,1102
658,413,5,1071
104,719,10,823
335,835,9,1170
221,970,5,1191
510,252,6,762
479,958,5,1437
850,72,5,922
121,583,8,704
626,906,1,1532
550,41,3,591
233,970,4,1203
554,554,2,1108
709,639,9,1348
836,912,2,1748
664,724,9,1388
999,616,7,1615
445,470,3,915
655,739,9,1394
372,573,4,945
150,564,10,714
837,299,3,1136
259,492,6,751
485,254,4,739
166,397,5,563
329,479,10,808
482,370,1,852
57,365,5,422
648,349,6,997
444,136,10,580
134,237,3,371
53,584,5,637
867,805,6,1672
677,532,8,1209
348,169,8,517
140,681,6,821
126,337,7,463
903,241,9,1144
944,665,7,1609
856,518,4,1374
984,57,7,1041
633,630,6,1263
843,143,6,986
551,693,4,1244
565,649,10,1214
137,271,5,408
32,527,2,559
230,246,1,476
204,207,3,411
450,446,8,896
986,460,9,1446
908,535,6,1443
447,672,5,1119
273,848,3,1121
618,64,10,682
158,863,5,1021
340,936,1,1276
981,679,1,1660
795,604,9,1399
880,536,4,1416
885,518,1,1403
226,83,10,309
256,429,3,685
47,71,9,118
24,212,2,236
658,648,5,1306
563,163,3,726
904,551,2,1455
859,98,10,957
846,829,2,1675
446,924,7,1370
837,795,10,1632
50,423,3,473
544,947,9,1491
461,842,7,1303
915,493,2,1408
164,983,2,1147
155,663,8,818
982,919,5,1901
208,748,10,956
646,65,4,711
436,377,6,813
609,126,2,735
868,221,5,1089
568,700,9,1268
820,788,1,1608
489,712,10,1201
538,258,7,796
446,34,6,480
531,485,2,1016
76,568,4,644
199,979,7,1178
223,71,10,294
542,172,3,714
972,963,5,1935
563,290,10,853
49,99,4,148
15,555,6,570
866,233,10,1099
55,109,2,164
399,939,7,1338
673,803,5,1476
817,679,2,1496
463,493,4,956
273,425,1,698
314,630,8,944
602,761,8,1363
234,187,8,421
791,472,9,1263
744,743,1,1487
293,787,7,1080
554,945,8,1499
801,506,3,1307
265,186,7,451
239,856,2,1095
601,491,8,1092
831,93,6,924
64,661,9,725
55,849,1,904
960,152,8,1112
170,526,4,696
368,973,6,1341
775,945,9,1720
636,4,10,640
91,450,3,541
73,819,7,892
196,549,6,745
953,4,9,957
899,643,8,1542
67,584,8,651
176,691,7,867
285,535,3,820
430,768,4,1198
863,302,10,1165
940,36,7,976
397,75,8,472
845,831,2,1676
182,270,3,452
843,109,10,952
437,995,9,1432
590,29,10,619
392,532,3,924
366,488,6,854
920,255,1,1175
781,46,1,827
738,149,3,887
858,586,6,1444
233,594,1,827
314,73,1,387
152,596,1,748
525,324,4,849
664,37,6,701
337,360,9,697
700,897,10,1597
200,989,2,1189
943,971,9,1914
291,586,9,877
604,21,7,625
241,781,8,1022
890,377,6,1267
906,139,6,1045
912,856,7,1768
981,573,4,1554
152,720,2,872
137,372,2,509
272,335,1,607
905,853,1,1758
322,990,8,1312
175,143,3,318
254,389,10,643
802,4,1,806
158,620,6,778
849,615,7,1464
769,143,5,912
179,559,6,738
639,770,4,1409
966,753,8,1719
443,660,2,1103
14,343,1,357
722,555,7,1277
756,453,9,1209
862,905,4,1767
498,636,9,1134
317,853,6,1170
576,33,2,609
702,582,9,1284
856,768,10,1624
786,124,4,910
215,447,10,662
719,863,7,1582
218,606,1,824
777,24,7,801
705,366,7,1071
903,854,1,1757
849,924,5,1773
11,979,4,990
365,834,4,1199
913,283,4,1196
20,471,6,491
651,453,5,1104
235,94,9,329
450,957,7,1407
692,629,4,1321
796,806,10,1602
45,821,10,866
864,301,7,1165
974,490,1,1464
298,499,1,797
721,179,7,900
206,606,6,812
907,864,7,1771
832,380,8,1212
568,50,10,618
934,985,5,1919
496,177,6,673
21,994,7,1015
37,440,7,477
191,828,5,1019
950,625,1,1575
130,830,3,960
327,303,10,630
677,171,6,848
694,673,9,1367
577,897,9,1474
184,182,2,366
436,849,4,1285
445,292,6,737
649,989,3,1638
415,545,6,960
177,998,7,1175
739,425,10,1164
36,748,7,784
648,653,2,1301
277,745,3,1022
568,517,5,1085
569,582,4,1151
911,595,2,1506
437,41,10,478
387,528,3,915
113,507,3,620
940,607,5,1547
527,565,9,1092
187,715,10,902
371,694,4,1065
1,460,6,461
538,420,1,958
239,292,10,531
173,959,8,1132
854,618,4,1472
585,651,8,1236
341,919,2,1260
285,255,1,540
940,642,10,1582
817,966,1,1783
547,140,8,687
78,357,1,435
28,489,6,517
405,329,3,734
942,204,10,1146
881,963,1,1844
396,261,10,657
949,157,2,1106
302,521,8,823
21,679,4,700
935,280,5,1215
482,790,3,1272
865,43,6,908
72,997,3,1069
537,26,10,563
550,585,8,1135
851,597,5,1448
91,337,2,428
583,591,4,1174
240,525,8,765
521,621,6,1142
96,695,9,791
175,637,6,812
858,47,6,905
876,625,3,1501
737,987,6,1724
745,534,1,1279
242,808,2,1050
498,928,6,1426
163,981,5,1144
346,576,8,922
351,474,7,825
30,503,5,533
66,721,5,787
263,504,5,767
23,712,4,735
478,988,6,1466
761,255,4,1016
940,147,4,1087
450,427,10,877
59,823,1,882
417,199,2,616
130,980,1,1110
635,980,2,1615
386,920,8,1306
85,231,5,316
653,216,3,869
151,957,2,1108
944,19,4,963
836,691,6,1527
374,197,6,571
970,556,2,1526
221,205,3,426
472,30,1,502
59,495,6,554
254,430,7,684
328,823,8,1151
675,366,10,1041
73,458,10,531
890,155,9,1045
730,677,6,1407
939,639,6,1578
205,261,5,466
930,698,8,1628
706,420,5,1126
52,863,7,915
828,322,1,1150
448,911,4,1359
973,95,4,1068
148,573,9,721
767,838,10,1605
283,734,2,1017
408,774,9,1182
388,368,6,756
881,20,3,901
916,671,1,1587
823,173,5,996
249,237,6,486
695,405,6,1100
459,85,7,544
657,289,7,946
728,793,9,1521
270,473,3,743
176,809,6,985
585,368,8,953
972,43,7,1015
371,354,8,725
179,858,2,1037
975,135,6,1110
656,813,6,1469
805,639,7,1444
100,688,7,788
387,544,4,931
353,397,5,750
509,827,8,1336
647,463,9,1110
748,681,4,1429
618,872,3,1490
707,527,5,1234
155,522,9,677
85,692,1,777
556,936,1,1492
685,500,8,1185
203,717,8,920
933,183,10,1116
880,100,4,980
124,331,2,455
553,881,6,1434
269,481,8,750
577,719,9,1296
293,602,10,895
149,51,3,200
158,681,5,839
920,986,1,1906
385,5,8,390
715,876,6,1591
143,809,2,952
153,686,4,839
391,892,3,1283
50,81,1,131
645,365,7,1010
634,141,9,775
728,650,10,1378
644,779,6,1423
870,432,9,1302
